after size,drift size,drifted features types,total drift type,count,after accuracy decrease,after retrain accuracy increase,before after retrain accuracy increase,STAT_SFLDT fix accuracy increase,STAT_SFLDT wasted effort,BARINEL fix accuracy increase,BARINEL wasted effort,BARINEL_Paths_After fix accuracy increase,BARINEL_Paths_After wasted effort,STAT_BARINEL_Paths_After fix accuracy increase,STAT_BARINEL_Paths_After wasted effort,BARINEL_Paths_Difference fix accuracy increase,BARINEL_Paths_Difference wasted effort,STAT_BARINEL_Paths_Difference fix accuracy increase,STAT_BARINEL_Paths_Difference wasted effort,BARINEL_Features fix accuracy increase,BARINEL_Features wasted effort,BARINEL_Features_Paths_After fix accuracy increase,BARINEL_Features_Paths_After wasted effort,BARINEL_Features_Paths_Difference fix accuracy increase,BARINEL_Features_Paths_Difference wasted effort,SFLDT_Features fix accuracy increase,SFLDT_Features wasted effort,fuzzy participation STAT_SFLDT fix accuracy increase,fuzzy participation STAT_SFLDT wasted effort,fuzzy participation BARINEL fix accuracy increase,fuzzy participation BARINEL wasted effort,fuzzy participation BARINEL_Paths_After fix accuracy increase,fuzzy participation BARINEL_Paths_After wasted effort,fuzzy participation STAT_BARINEL_Paths_After fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_After wasted effort,fuzzy participation BARINEL_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Paths_Difference wasted effort,fuzzy participation STAT_BARINEL_Paths_Difference fix accuracy increase,fuzzy participation STAT_BARINEL_Paths_Difference wasted effort,fuzzy participation BARINEL_Features fix accuracy increase,fuzzy participation BARINEL_Features wasted effort,fuzzy participation BARINEL_Features_Paths_After fix accuracy increase,fuzzy participation BARINEL_Features_Paths_After wasted effort,fuzzy participation BARINEL_Features_Paths_Difference fix accuracy increase,fuzzy participation BARINEL_Features_Paths_Difference wasted effort,fuzzy participation SFLDT_Features fix accuracy increase,fuzzy participation SFLDT_Features wasted effort
5,2,"numeric, binary",mixed,183,9948.365801,4891.028139,1510.227273,1323.106061,1478,1959.307359,158,1444.069264,56,819.0584416,110,-8.474025974,8,1897.15368,8,202.5649351,74,202.5649351,74,440.0649351,56,3243.008658,53,,,,,,,,,,,,,,,,,,,,
5,2,"numeric, numeric",numeric,10522,638050.8879,51519.73848,204154.6614,97688.16046,248098,81033.30987,8445,77061.78896,6436,76514.2401,17487,57148.04494,7037,61990.90201,7189,93205.61821,11188,89714.65376,11345,58218.36696,10111,113668.8686,9577,,,,,,,,,,,,,,,,,,,,
5,3,"binary, binary, binary",binary,512,33112.38095,9798.095238,7000,-6217.142857,6592,2163.809524,1024,1820.952381,0,-7390.47619,1024,1820.952381,0,-739.047619,240,1820.952381,0,1820.952381,0,1820.952381,0,5851.428571,512,,,,,,,,,,,,,,,,,,,,
5,3,"binary, binary, numeric",mixed,1920,61880.51948,107123.8095,31023.80952,61104.7619,20544,55134.19913,1152,55134.19913,1152,61104.7619,0,11813.41991,0,61104.7619,0,9974.025974,1152,9974.025974,1152,9974.025974,1152,100474.4589,0,,,,,,,,,,,,,,,,,,,,
5,3,"binary, numeric, binary",mixed,2827,118077.5758,126941.9913,46173.93939,58263.54978,30151,62207.53247,2706,57089.43723,1632,56931.16883,1414,11897.22944,48,70242.5974,93,11550.21645,1596,11929.26407,1632,11557.8355,1584,109737.4026,713,,,,,,,,,,,,,,,,,,,,
5,3,"binary, numeric, numeric",mixed,92,5509.52381,2200.952381,2640.952381,2627.619048,771,2415.238095,119,-1242.857143,92,2498.095238,120,-919.047619,92,1938.095238,80,-1242.857143,92,-1242.857143,92,-919.047619,92,-1368.571429,88,,,,,,,,,,,,,,,,,,,,
5,3,"numeric, binary, binary",mixed,1647,99965.36797,33314.11255,18472.20779,-2948.051948,13731,8669.61039,1613,6962.943723,248,-8729.004329,1574,86.58008658,24,4295.757576,402,2398.354978,288,2646.926407,304,1864.069264,216,18605.36797,760,,,,,,,,,,,,,,,,,,,,
5,3,"numeric, numeric, binary",mixed,959,59818.09524,20555.2381,17026.66667,-7566.666667,9300,4383.809524,821,1139.047619,129,-9062.857143,1110,1034.285714,92,3617.142857,92,810.4761905,114,1353.333333,137,1034.285714,92,7144.761905,498,,,,,,,,,,,,,,,,,,,,
5,3,"numeric, numeric, numeric",numeric,77188,4638921.086,-93242.64745,1640919.702,597191.9263,1385666,521160.4623,44365,435513.5825,41382,487251.7246,77408,315373.1949,51215,272872.0486,53039,545755.1433,52622,475344.0258,53703,326414.6293,62905,593850.078,41174,,,,,,,,,,,,,,,,,,,,
5,4,"binary, binary, binary, numeric",mixed,17042,605759.1342,887243.1169,276255.3247,534767.0996,141382,447560.2597,8208,441891.6883,6144,529868.0519,3364,107744.5022,0,543753.7662,910,80621.7316,6352,80610.30303,6144,80610.30303,6144,813185.4545,146,,,,,,,,,,,,,,,,,,,,
5,4,"binary, binary, numeric, binary",mixed,34832,1245545.455,1794564.762,553505.1082,911995.1515,291702,906108.1385,23022,891611.9481,18688,904475.1515,5472,194349.9567,0,943839.9134,1377,165452.987,18432,167449.1775,18688,168652.987,18432,1641138.009,3340,,,,,,,,,,,,,,,,,,,,
5,4,"binary, binary, numeric, numeric",mixed,4678,283245.7143,108815.2381,90928.57143,-33069.52381,48609,33376.19048,3441,4887.619048,286,-40897.14286,7016,2934.285714,0,10541.90476,766,1646.666667,421,4887.619048,286,2934.285714,0,36469.52381,1754,,,,,,,,,,,,,,,,,,,,
5,4,"binary, numeric, binary, binary",mixed,9281,347134.1126,463062.2511,142129.0043,180040.6926,83633,214517.7489,8562,220894.8918,6238,175260.6926,1854,41611.77489,94,193216.8831,1102,40254.19913,6238,40254.19913,6238,40254.19913,6238,417898.1818,1472,,,,,,,,,,,,,,,,,,,,
5,4,"binary, numeric, binary, numeric",mixed,7633,472547.619,167170.4762,140991.4286,-51944.7619,75812,25829.52381,7121,765.7142857,816,-67606.66667,8846,4799.047619,576,15309.52381,2228,-341.9047619,1080,2480,880,4799.047619,576,52848.57143,3077,,,,,,,,,,,,,,,,,,,,
5,4,"binary, numeric, numeric, binary",mixed,3723,235867.619,76345.71429,64148.57143,-31353.33333,36493,7060.952381,3320,4974.285714,632,-39560.95238,2939,3892.380952,280,6818.095238,1367,4029.52381,328,6688.571429,696,3892.380952,280,25542.85714,3645,,,,,,,,,,,,,,,,,,,,
5,4,"binary, numeric, numeric, numeric",mixed,4450,271811.4286,101140.9524,84699.04762,-32045.71429,36956,8497.142857,2060,2763.809524,376,-38507.61905,3306,5688.571429,384,15416.19048,504,1837.142857,436,5354.285714,424,5688.571429,384,29159.04762,1231,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, binary, binary, numeric",mixed,114,7448.571429,2105.714286,2100,711.4285714,1026,677.1428571,150,-1802.857143,114,574.2857143,186,-1465.714286,114,831.4285714,114,-1802.857143,114,-1802.857143,114,-1465.714286,114,-1174.285714,21,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, binary, numeric, binary",mixed,440,26462.85714,10478.09524,12005.71429,8394.285714,3936,7960,609,-4343.809524,440,8659.047619,536,-5320,440,2457.142857,309,-4343.809524,440,-4343.809524,440,-5320,440,-6786.666667,308,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, binary, numeric, numeric",mixed,552,33525.71429,12737.14286,15377.14286,14634.28571,4416,13851.42857,561,-5085.714286,492,14177.14286,480,-2047.619048,552,7860.952381,408,-5085.714286,492,-5085.714286,492,-2047.619048,552,-8642.857143,486,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, numeric, binary, binary",mixed,183,11636.19048,3700.952381,3730.47619,1573.333333,1647,551.4285714,215,-3545.714286,183,996.1904762,183,-4037.142857,183,733.3333333,135,-3545.714286,183,-3545.714286,183,-4037.142857,183,-1975.238095,32,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, numeric, binary, numeric",mixed,528,33462.85714,10788.57143,13302.85714,10925.71429,4392,9018.095238,403,-6295.238095,428,10224.7619,428,-4053.333333,528,6582.857143,444,-6295.238095,428,-6295.238095,428,-4053.333333,528,-9334.285714,466,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, numeric, numeric, binary",mixed,120,7668.571429,2388.571429,2960,2445.714286,1080,1571.428571,48,-1508.571429,60,2102.857143,0,-1878.095238,120,721.9047619,60,-1508.571429,60,-1508.571429,60,-1878.095238,120,-2091.428571,120,,,,,,,,,,,,,,,,,,,,
5,4,"numeric, numeric, numeric, numeric",numeric,300874,17591585.48,2826609.942,6370747.169,2475498.563,3142113,2381074.27,163358,1844498.43,140387,2366426.138,254498,1656496.874,145229,1381446.851,157050,2294861.043,154372,1944959.426,152724,1683129.179,166310,2336856.406,114737,,,,,,,,,,,,,,,,,,,,
6,1,binary,binary,4,260.952381,74.28571429,98.0952381,-48.57142857,5,-11.42857143,8,15.23809524,0,-59.04761905,8,15.23809524,0,15.23809524,0,15.23809524,0,15.23809524,0,15.23809524,0,73.33333333,4,,,,,,,,,,,,,,,,,,,,
6,1,numeric,numeric,373,23312.48659,3937.516448,7121.82279,4482.447322,5685,3450.930604,299,3778.17838,216,4005.669588,496,3312.725587,215,3634.685735,211,4736.122658,424,4235.71879,456,3451.203438,383,5259.264779,401,,,,,,,,,,,,,,,,,,,,
6,2,"binary, binary",binary,80,5184.761905,1520,1878.095238,-971.4285714,1018,-266.6666667,160,293.3333333,0,-1196.190476,160,293.3333333,0,314.2857143,12,293.3333333,0,293.3333333,0,293.3333333,0,1466.666667,80,,,,,,,,,,,,,,,,,,,,
6,2,"binary, numeric",mixed,299,13070.35714,10937.97619,6411.753247,5959.545455,2809,5429.004329,225,5555.194805,152,6068.950216,90,896.9155844,8,6781.331169,8,1499.512987,179,1612.012987,183,1587.012987,152,10067.90043,57,,,,,,,,,,,,,,,,,,,,
6,2,"numeric, binary",mixed,58,3720.952381,1140,1363.809524,-667.6190476,571,-150.4761905,75,126.6666667,4,-804.7619048,74,142.8571429,0,142.8571429,0,148.5714286,4,200.952381,4,142.8571429,0,950.4761905,46,,,,,,,,,,,,,,,,,,,,
6,2,"numeric, numeric",numeric,8724,533281.3428,90010.42028,183877.03,89168.53538,189468,79687.34566,6524,74734.901,4862,76133.71923,12619,56926.73518,5333,59687.67908,5481,95065.47286,8408,86793.12742,8483,59089.26787,7630,98423.56503,8383,,,,,,,,,,,,,,,,,,,,
6,3,"binary, binary, binary",binary,384,24026.66667,8156.190476,9252.380952,-4998.095238,4960,-935.2380952,768,2912.380952,0,-6040,768,2912.380952,0,2541.904762,104,2912.380952,0,2912.380952,0,2912.380952,0,7649.52381,384,,,,,,,,,,,,,,,,,,,,
6,3,"binary, binary, numeric",mixed,2336,109486.9697,84788.87446,63039.33983,35146.23377,24045,31282.42424,2946,35386.23377,1200,32385.75758,1744,4713.290043,48,48164.80519,272,7862.034632,1312,8056.796537,1200,7956.796537,1200,77710.12987,832,,,,,,,,,,,,,,,,,,,,
6,3,"binary, numeric, binary",mixed,3059,119483.6364,132718.8745,81511.26623,74665.02165,28427,67609.61039,1911,69994.37229,1580,74071.68831,472,9483.636364,16,79457.4026,52,14917.4026,1640,16196.45022,1700,15617.4026,1552,130646.7532,279,,,,,,,,,,,,,,,,,,,,
6,3,"binary, numeric, numeric",mixed,438,27122.85714,9585.714286,11234.28571,206.6666667,4315,2007.619048,599,-1432.380952,143,-720.952381,584,-1155.238095,143,3190.47619,119,-1293.333333,207,-1432.380952,143,-1155.238095,143,2246.666667,283,,,,,,,,,,,,,,,,,,,,
6,3,"numeric, binary, binary",mixed,929,41629.52381,36614.11255,24865.80087,11993.67965,10063,15357.4026,566,17803.11688,232,11146.06061,486,3732.813853,0,18491.77489,72,4767.445887,192,5176.969697,232,4767.445887,192,37045.45455,252,,,,,,,,,,,,,,,,,,,,
6,3,"numeric, binary, numeric",mixed,601,38248.57143,12120.95238,14514.28571,-5749.52381,5657,-713.3333333,546,689.5238095,98,-6940.952381,648,897.1428571,48,2377.142857,48,825.7142857,69,1687.619048,97,897.1428571,48,8390.47619,348,,,,,,,,,,,,,,,,,,,,
6,3,"numeric, numeric, binary",mixed,78,5028.571429,1508.571429,1730.47619,-965.7142857,756,-148.5714286,36,253.3333333,7,-1077.142857,83,262.8571429,0,262.8571429,0,262.8571429,0,476.1904762,1,262.8571429,0,1542.857143,6,,,,,,,,,,,,,,,,,,,,
6,3,"numeric, numeric, numeric",numeric,48888,2875513.315,405746.1043,990656.6391,368581.9534,694906,379631.6171,26694,334189.7874,24332,405476.0685,52136,392366.6193,22974,387331.3688,23605,461262.8016,30887,386002.7061,36141,408752.2455,39798,446782.2239,39697,,,,,,,,,,,,,,,,,,,,
6,4,"binary, binary, binary, numeric",mixed,56017,1873834.892,2874856.97,1785782.857,1726938.961,469251,1542080.433,34746,1538241.385,30912,1724090.39,4514,174743.5498,192,1743230.39,1149,273756.5368,30912,273756.5368,30912,273756.5368,30912,2884997.056,1981,,,,,,,,,,,,,,,,,,,,
6,4,"binary, binary, numeric, binary",mixed,1004,61817.14286,22327.61905,25287.61905,-11523.80952,11044,-12325.71429,1720,-910.4761905,0,-14367.61905,2008,-910.4761905,0,2580.952381,240,198.0952381,472,-910.4761905,0,-910.4761905,0,10453.33333,236,,,,,,,,,,,,,,,,,,,,
6,4,"binary, binary, numeric, numeric",mixed,1110,67654.28571,25374.28571,28641.90476,-3393.333333,10848,-6391.428571,1539,-5483.809524,125,-7885.714286,2134,-5004.761905,96,1040,248,-4832.380952,519,-5480,125,-5004.761905,96,5560.952381,348,,,,,,,,,,,,,,,,,,,,
6,4,"binary, numeric, binary, binary",mixed,4924,309078.0952,86220.95238,88810.47619,-42723.80952,39508,-590.4761905,4656,19500,176,-55840,4768,13686.66667,0,14639.04762,1132,17153.33333,0,22654.28571,176,19953.33333,0,73257.14286,2940,,,,,,,,,,,,,,,,,,,,
6,4,"binary, numeric, binary, numeric",mixed,9865,615805.7143,210975.2381,241868.5714,-63725.71429,96616,-4531.428571,11535,-4881.904762,1418,-87239.04762,13223,3388.571429,764,49261.90476,2758,1903.809524,1820,5004.761905,1346,3388.571429,764,108298.0952,6132,,,,,,,,,,,,,,,,,,,,
6,4,"binary, numeric, numeric, binary",mixed,6173,396581.9048,120774.2857,142651.4286,-77879.04762,63041,-6535.238095,4400,9108.571429,423,-90721.90476,5049,10614.28571,0,14248.57143,864,12614.28571,450,18980.95238,359,10614.28571,0,98015.2381,2487,,,,,,,,,,,,,,,,,,,,
6,4,"binary, numeric, numeric, numeric",mixed,4611,291258.0952,95187.61905,110927.619,-59472.38095,38898,-5176.190476,2814,7786.666667,247,-68162.85714,3488,7761.904762,0,7761.904762,0,9867.619048,438,15120.95238,187,7761.904762,0,61459.04762,1326,,,,,,,,,,,,,,,,,,,,
6,4,"numeric, binary, binary, numeric",mixed,1052,61950.47619,26217.14286,31188.57143,23271.42857,9381,9909.52381,1244,-12620.95238,1052,24426.66667,1196,-11790.47619,1052,10003.80952,860,-12620.95238,1052,-12620.95238,1052,-11790.47619,1052,-12879.04762,932,,,,,,,,,,,,,,,,,,,,
6,4,"numeric, binary, numeric, numeric",mixed,431,27113.33333,9008.571429,10693.33333,8893.333333,3449,5403.809524,348,-5171.428571,408,8481.904762,468,-3132.380952,431,6810.47619,371,-5242.857143,408,-5243.809524,408,-3132.380952,431,-5902.857143,295,,,,,,,,,,,,,,,,,,,,
6,4,"numeric, numeric, binary, numeric",mixed,1265,77755.2381,28263.80952,34888.57143,32365.71429,9852,19865.71429,967,-12533.33333,973,30369.52381,892,-7469.52381,1265,19814.28571,992,-13421.90476,973,-13647.61905,987,-7469.52381,1265,-16554.28571,1093,,,,,,,,,,,,,,,,,,,,
6,4,"numeric, numeric, numeric, numeric",numeric,290453,16824942.29,2874193.068,6653350.215,2485505.963,3094361,2136960.158,150738,1803415.323,131736,2416651.527,232111,1833533.154,134016,1841339.063,134244,2323481.061,132830,1945062.369,143860,1887418.37,161432,2531154.51,127248,,,,,,,,,,,,,,,,,,,,
7,1,binary,binary,4,260.952381,74.28571429,95.23809524,-48.57142857,7,-38.0952381,6,-46.66666667,2,-48.57142857,6,15.23809524,0,15.23809524,0,-17.14285714,2,-17.14285714,2,15.23809524,0,1.904761905,4,,,,,,,,,,,,,,,,,,,,
7,1,numeric,numeric,370,23154.62775,4177.479519,7424.729345,4327.844425,5425,3378.839919,318,3877.636471,211,4232.289848,492,3517.293378,212,3992.842193,206,4665.815381,416,4256.649975,434,3673.30119,407,5453.867971,349,,,,,,,,,,,,,,,,,,,,
7,2,"binary, binary",binary,96,6245.714286,1800,2288.571429,-1146.666667,1247,-965.7142857,144,-960.952381,42,-1024.761905,144,323.8095238,0,323.8095238,0,-445.7142857,48,-340.952381,42,323.8095238,0,45.71428571,96,,,,,,,,,,,,,,,,,,,,
7,2,"binary, numeric",mixed,97,4418.961039,3331.341991,1570.238095,1337.640693,973,1545.021645,55,1485.974026,48,1479.307359,7,470.9090909,0,1786.926407,0,466.017316,64,466.017316,64,722.2077922,48,2955.887446,0,,,,,,,,,,,,,,,,,,,,
7,2,"numeric, binary",mixed,261,12440.68182,8796.980519,4819.491342,4220.551948,2365,3027.316017,214,2731.601732,149,3761.147186,129,507.1212121,12,4754.480519,24,183.9718615,150,324.5670996,159,799.9242424,108,6729.534632,70,,,,,,,,,,,,,,,,,,,,
7,2,"numeric, numeric",numeric,7830,478918.9382,91815.77481,172185.1014,77648.79036,170714,70061.20098,6436,70846.59454,4119,71803.75867,10339,60580.29205,4527,60358.02394,4804,87787.87102,8218,82853.15421,8039,62719.00649,7517,97846.40206,8068,,,,,,,,,,,,,,,,,,,,
7,3,"binary, binary, binary",binary,768,49834.28571,14531.42857,18330.47619,-9020.952381,9984,-8137.142857,1152,-6369.52381,288,-7070.47619,1152,2396.190476,0,2396.190476,0,-3715.238095,384,-2118.095238,288,2396.190476,0,365.7142857,768,,,,,,,,,,,,,,,,,,,,
7,3,"binary, binary, numeric",mixed,3648,139573.5931,168324.5887,77842.25108,94085.10823,38119,77412.72727,3104,74413.67965,2310,93129.87013,1346,15914.89177,144,100601.2987,368,9639.134199,2376,10304.84848,2310,14348.65801,2064,150879.2208,685,,,,,,,,,,,,,,,,,,,,
7,3,"binary, numeric, binary",mixed,1943,83764.15584,73713.59307,33437.0671,38672.79221,16395,32742.90043,1344,32430.51948,1127,36397.79221,455,5282.034632,0,39962.55411,0,6058.701299,1040,6855.844156,1095,7629.65368,960,66220.30303,119,,,,,,,,,,,,,,,,,,,,
7,3,"binary, numeric, numeric",mixed,69,4168.571429,1614.285714,1860,1848.571429,687,549.5238095,114,-878.0952381,69,1693.333333,157,-441.9047619,69,1693.333333,113,-878.0952381,69,-878.0952381,69,-441.9047619,69,-782.8571429,59,,,,,,,,,,,,,,,,,,,,
7,3,"numeric, binary, binary",mixed,1411,89444.7619,27149.52381,33218.33333,-12878.09524,15243,-9374.285714,1152,-10448.57143,449,-13276.19048,1187,2992.380952,0,2992.380952,0,-6376.190476,448,-4266.666667,483,3392.380952,0,2189.52381,773,,,,,,,,,,,,,,,,,,,,
7,3,"numeric, binary, numeric",mixed,619,38195.2381,13682.85714,16506.66667,1387.619048,5586,-1170.47619,731,-6985.714286,373,-1065.714286,791,-1319.047619,211,3540.952381,286,-4110.47619,319,-3993.333333,337,-1319.047619,211,527.6190476,355,,,,,,,,,,,,,,,,,,,,
7,3,"numeric, numeric, binary",mixed,436,27106.66667,9434.285714,11549.52381,-4566.666667,4485,-1059.047619,226,-3024.761905,126,-4589.52381,267,712.3809524,0,712.3809524,0,-779.047619,42,-109.5238095,66,712.3809524,0,3048.571429,96,,,,,,,,,,,,,,,,,,,,
7,3,"numeric, numeric, numeric",numeric,76982,4084379.855,273190.8839,1712867.189,908374.9909,1396165,858158.2659,40086,829530.9801,35102,877176.6061,62983,772066.9473,38031,672078.022,39349,956421.7046,43314,892332.6871,40759,789250.2267,45833,1010471.398,75832,,,,,,,,,,,,,,,,,,,,
7,4,"binary, binary, binary, binary",binary,2048,132590.4762,39051.42857,48952.38095,-23649.52381,22528,-22796.19048,3072,-13337.14286,640,-15847.61905,3072,6110.47619,0,6110.47619,0,-10110.47619,1024,-3889.52381,640,6110.47619,0,975.2380952,2048,,,,,,,,,,,,,,,,,,,,
7,4,"binary, binary, binary, numeric",mixed,30720,998233.7662,1599445.887,593498.7013,938943.7229,254976,882147.1861,15360,882147.1861,15360,938943.7229,0,196682.2511,0,938943.7229,0,159584.4156,15360,159584.4156,15360,159584.4156,15360,1603878.788,0,,,,,,,,,,,,,,,,,,,,
7,4,"binary, binary, numeric, binary",mixed,30119,1170332.554,1354605.281,631569.6104,712393.2468,253117,624786.5801,21760,622174.1991,17159,716775.1515,6695,131820.0866,0,757212.2944,0,82713.07359,17280,96021.64502,16919,120773.5498,15360,1228027.576,3895,,,,,,,,,,,,,,,,,,,,
7,4,"binary, numeric, binary, binary",mixed,10920,688436.1905,226763.8095,277943.8095,-90605.71429,115192,-82676.19048,11336,-85978.09524,4020,-81777.14286,12804,25367.61905,448,51604.7619,1310,-37793.33333,3520,-19406.66667,3396,25367.61905,448,30603.80952,6522,,,,,,,,,,,,,,,,,,,,
7,4,"binary, numeric, binary, numeric",mixed,1436,81670.47619,38680,44462.85714,38242.85714,12102,11600,1581,-16011.42857,1436,27111.42857,2060,-10554.28571,1436,23172.38095,1644,-16011.42857,1436,-16011.42857,1436,-10554.28571,1436,-3577.142857,230,,,,,,,,,,,,,,,,,,,,
7,4,"binary, numeric, numeric, binary",mixed,11593,715788.5714,255815.2381,310136.1905,-67665.71429,107451,-33659.04762,8031,-81852.38095,3642,-73517.14286,9177,4247.619048,836,30487.61905,1464,-42267.61905,2525,-24535.2381,2628,4247.619048,836,59227.61905,3654,,,,,,,,,,,,,,,,,,,,
7,4,"binary, numeric, numeric, numeric",mixed,857,52412.38095,19412.38095,23636.19048,22275.2381,6713,12808.57143,646,-8616.190476,696,10375.2381,845,-4812.380952,857,9243.809524,845,-9222.857143,696,-9096.190476,696,-4812.380952,857,2448.571429,110,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, binary, binary, binary",mixed,1728,106106.6667,38716.19048,45949.52381,-9689.52381,18786,-15500,2638,-15556.19048,600,-9741.904762,2997,2971.428571,0,8443.809524,636,-9368.571429,936,-6699.047619,600,2971.428571,0,-1438.095238,1713,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, binary, binary, numeric",mixed,284,16409.52381,7392.380952,8199.047619,6704.761905,2648,455.2380952,404,-3587.619048,284,8070.47619,764,-2436.190476,284,8070.47619,524,-3587.619048,284,-3587.619048,284,-2436.190476,284,-3100,184,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, binary, numeric, binary",mixed,6839,409960.9524,163212.381,191028.5714,-11697.14286,68914,-23959.04762,7335,-64089.52381,3002,-16800,8472,-7139.047619,836,26988.57143,1963,-42026.66667,2723,-37306.66667,2606,-7139.047619,836,39.04761905,4462,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, binary, numeric, numeric",mixed,857,51672.38095,20152.38095,23743.80952,23985.71429,6713,7210.47619,1097,-9219.047619,717,16575.2381,1265,-4072.380952,857,10468.57143,1013,-8919.047619,696,-9219.047619,717,-4072.380952,857,-10757.14286,708,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, numeric, binary, binary",mixed,4965,313546.6667,102567.619,124766.6667,-47802.85714,50947,-24735.2381,3467,-35140,1338,-51490.47619,4044,15500,0,18570.47619,507,-3887.619048,821,3250.47619,750,15500,0,29140,1642,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, numeric, binary, numeric",mixed,379,23350.47619,8413.333333,9525.714286,8265.714286,3278,2288.571429,550,-5140,364,7120,674,-3059.047619,379,4779.047619,494,-5084.761905,361,-5140,364,-3059.047619,379,-4414.285714,243,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, numeric, numeric, binary",mixed,4566,282739.0476,99935.2381,120632.381,-35389.52381,38954,-2884.761905,2557,-28856.19048,1186,-40103.80952,2728,3968.571429,363,9811.428571,444,-8356.190476,579,-3918.095238,712,3968.571429,363,26422.85714,1122,,,,,,,,,,,,,,,,,,,,
7,4,"numeric, numeric, numeric, numeric",numeric,308720,16408936.99,5648733.655,8464368.715,4507274.305,3014992,3577208.136,122894,3400185.954,99169,3814123.363,197499,2062440.697,127098,2370994.641,132387,3901377.837,124953,3518891.256,128709,2122552.274,160359,4462589.091,106305,,,,,,,,,,,,,,,,,,,,
8,1,binary,binary,3,185.7142857,60,84.76190476,-40,6,-46.66666667,6,31.42857143,0,-46.66666667,6,31.42857143,0,31.42857143,0,31.42857143,0,31.42857143,0,31.42857143,0,0.952380952,3,,,,,,,,,,,,,,,,,,,,
8,1,numeric,numeric,371,23047.19058,5463.024476,7528.751843,4534.903161,5163,3889.478563,337,4164.962734,206,4470.513992,487,3779.98958,205,4169.925171,199,4876.227393,414,4616.297264,415,3976.655347,379,5758.733646,333,,,,,,,,,,,,,,,,,,,,
8,2,"binary, binary",binary,78,4900,1500,2080.952381,-971.4285714,941,-1190.47619,156,611.4285714,0,-1154.285714,156,611.4285714,0,608.5714286,16,611.4285714,0,611.4285714,0,611.4285714,0,68.57142857,78,,,,,,,,,,,,,,,,,,,,
8,2,"binary, numeric",mixed,97,4807.705628,2492.554113,2040.08658,1901.385281,1017,823.2900433,115,1331.255411,76,1209.52381,76,-560.5194805,12,1081.904762,12,-497.3160173,60,202.2510823,76,-497.3160173,60,2523.896104,47,,,,,,,,,,,,,,,,,,,,
8,2,"numeric, binary",mixed,346,18344.83766,6976.525974,5482.75974,3696.666667,2943,2798.095238,183,3652.294372,128,1236.904762,86,-1169.675325,0,2531.190476,0,-732.3917749,132,912.4025974,168,-524.0584416,96,7616.720779,80,,,,,,,,,,,,,,,,,,,,
8,2,"numeric, numeric",numeric,9276,566124.173,137299.6585,208417.1632,100556.4738,220943,79394.41712,9028,78605.42143,5293,79878.84461,12889,71294.74,5672,72013.16646,6019,95567.80162,10582,88519.71025,9837,74033.88656,8077,108937.1936,8643,,,,,,,,,,,,,,,,,,,,
8,3,"binary, binary, binary",binary,660,41800,12411.42857,16704.7619,-7851.428571,8422,-9964.761905,1322,4107.619048,0,-9294.285714,1320,4107.619048,0,3988.571429,214,4107.619048,0,4107.619048,0,4107.619048,0,822.8571429,660,,,,,,,,,,,,,,,,,,,,
8,3,"binary, binary, numeric",mixed,1888,88808.22511,45138.96104,26018.50649,36670.88745,15136,28993.93939,576,31493.93939,720,19533.33333,0,-9941.991342,0,19533.33333,0,-9807.359307,608,3579.65368,784,-8840.692641,576,62913.41991,264,,,,,,,,,,,,,,,,,,,,
8,3,"binary, numeric, binary",mixed,5079,257934.1126,118369.7403,98020.97403,69058.85281,47449,42477.66234,3675,67817.14286,2403,31217.14286,2099,-17975.06494,96,51141.90476,284,-15122.22944,1964,14207.55411,2531,-13915.32468,1824,131926.9264,1617,,,,,,,,,,,,,,,,,,,,
8,3,"binary, numeric, numeric",mixed,96,5766.666667,2096.190476,2751.428571,2720.952381,807,39.04761905,132,-922.8571429,96,2324.761905,200,-1004.761905,96,-890.4761905,104,-922.8571429,96,-922.8571429,96,-1004.761905,96,-1495.238095,90,,,,,,,,,,,,,,,,,,,,
8,3,"numeric, binary, binary",mixed,1697,91458.18182,39911.60173,39620.25974,13688.74459,17917,4723.290043,2099,19916.01732,840,3600.952381,1524,-3251.515152,48,16352.38095,118,-2026.839827,648,6367.965368,840,-2517.316017,624,33126.75325,704,,,,,,,,,,,,,,,,,,,,
8,3,"numeric, binary, numeric",mixed,96,6065.714286,1997.142857,2388.571429,2087.619048,732,-132.3809524,120,-1433.333333,96,1923.809524,184,-1433.333333,96,-1353.333333,104,-1433.333333,96,-1433.333333,96,-1433.333333,96,-1275.238095,77,,,,,,,,,,,,,,,,,,,,
