@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
%class
@attribute cl {0,1}

@data
6.170427808,1.884772831,6.205760347,0
0.661731664,0.979946763,9.197036197,1
3.285908114,3.016856579,9.201413682,1
9.344437789,3.836795911,2.242855936,1
0.451785596,9.099606065,0.270861377,1
0.948546583,7.789261635,8.830888666,0
6.427940332,0.915266803,4.683506529,1
5.058000482,6.736005974,1.724118749,0
1.302222195,1.237444734,7.360717936,1
6.099167614,2.038406369,5.758603752,0
3.398386557,7.667649516,9.555406306,0
9.723487208,6.481140934,0.05166909,0
8.378933041,1.614663498,7.589648549,0
9.32091921,2.860835522,4.704762894,0
1.108406226,7.770818415,1.873800172,0
5.542536052,5.359840661,7.898356637,0
5.055608611,3.245436235,1.283554128,0
1.010369998,4.957024981,2.600465358,1
3.763559389,4.030027197,7.544087893,1
9.339957536,9.836233611,0.040263804,0
1.582801061,6.802487189,8.32480674,1
9.222115632,2.510891918,8.50587634,0
0.584262729,0.157530684,4.50019271,1
0.6661734,4.602226962,1.166112099,1
2.996950828,5.167350871,8.201716001,0
1.940661126,1.346185081,0.190010024,1
3.975245743,3.001713409,8.624180505,1
7.125022346,6.957729557,0.180889004,1
5.151450871,4.512270823,6.576526588,0
7.567712005,4.612874267,9.279550276,0
6.413234024,6.484620145,5.313834261,0
2.454606014,8.798930859,8.498442171,0
7.489892059,0.343177002,2.77429846,1
4.158638498,4.101962796,1.140480708,0
9.808173656,8.186747314,7.981776521,0
6.216913681,8.422532828,9.969032533,0
0.795887043,8.519916876,7.621205148,0
4.053660661,3.114619959,8.159607773,0
9.07970032,3.850111026,9.65136405,0
8.753214176,7.429688059,9.505909591,0
8.790480465,3.421916296,1.351938972,0
5.1534101,3.753861848,1.477368768,0
5.071828274,2.538747596,2.729799827,1
1.017934587,9.248850276,4.675757716,0
1.711595242,1.690144045,3.837955655,1
9.823712441,0.793157349,2.912302687,0
1.105207336,6.354516897,9.267976686,1
6.887583484,5.070664081,1.135032553,0
5.385329693,1.436185145,7.322983582,1
8.968954725,6.217622651,1.509541769,0
0.073556789,4.51449503,3.926218946,1
7.282221053,0.806227501,3.870462575,0
2.201310709,1.185741671,6.677706669,1
6.940753443,7.252834542,0.443393182,0
2.696982953,9.182855868,2.412007955,0
2.226490533,8.476792965,3.004816082,0
7.174912407,6.928022933,2.795121835,0
6.290259017,8.747078876,3.921258716,0
5.725725179,4.460256286,7.636880968,1
2.725137451,5.688179661,7.46416084,0
2.176045048,3.051686373,7.657606241,1
5.695260359,5.26525433,4.63247575,0
5.88902094,8.187922003,7.940384809,0
9.154261021,6.110760182,4.390166695,0
5.602317245,2.470933814,9.335330098,1
0.730304702,4.435748808,5.928848596,1
0.114923998,0.781856943,2.935934791,1
9.664931752,1.408003427,1.344142416,0
2.745159567,2.325379458,1.780799396,1
6.171210894,9.575463994,3.50979203,0
1.316879335,5.185221255,0.480744987,1
7.639442952,9.082497058,2.713406728,0
2.69516724,1.350730697,4.596334399,1
5.324172416,0.810567345,7.118672545,1
3.596261574,0.998188667,7.118929376,1
1.677242134,4.308266265,9.461868003,1
6.504948145,7.208997452,1.110614866,0
8.056299607,3.031706718,3.818246344,0
7.538415196,6.888905715,8.845505038,0
9.652513844,9.451728454,9.784821529,1
4.550239358,0.014004607,9.594508864,1
1.648079878,7.905756743,7.07641597,0
4.32517903,9.696521211,0.691880984,0
9.226249632,3.110906416,6.297584626,0
0.002176343,3.487130942,5.31353063,1
5.40477203,2.379379789,6.340820717,1
2.490744793,3.717879188,3.016416612,0
7.361672688,1.100741012,6.76111426,0
0.786207529,3.457412524,4.593691869,1
3.749528164,6.229373072,9.091994748,0
5.464160859,5.637067127,1.834536068,0
4.035986433,9.536030027,2.379566365,1
5.941955002,8.053347186,3.575019478,0
1.611637844,0.008535657,7.160315828,1
4.702909968,9.392067851,2.781289792,0
0.512552535,5.891720766,7.570580187,1
4.144619438,6.420771742,3.263970808,0
1.466887648,8.416865019,1.311592577,0
3.396078419,4.999425071,5.029956045,0
2.55710117,5.403857327,7.565718021,1
4.846041319,5.085067084,9.975099526,1
9.455155421,1.194657649,3.489243644,0
3.825409178,1.456811107,4.49255432,1
0.075601586,4.596447626,7.71534256,1
2.221104409,5.579672369,5.825842793,1
2.432675486,3.419214727,7.076032234,1
7.864107675,5.514745892,6.454023293,0
2.904029178,2.583825561,8.550487807,1
2.785880253,2.243232946,2.609351107,1
8.688669286,3.5343318,3.060838619,0
0.967252753,1.502553243,8.904485039,1
8.940249947,4.307998573,4.682495796,0
9.955852799,8.543613377,1.289336038,0
0.998774235,1.075027246,4.124750643,1
2.592201491,0.124110122,3.8786286,1
5.962420391,9.043934317,8.615392054,0
9.826672713,9.865986066,4.310813779,0
6.6192103,9.377630934,9.11233047,0
1.12101941,1.6448942,5.441095516,1
7.860893318,3.946543911,5.830702355,0
4.129063286,3.64379876,4.258600696,1
3.720622434,2.346198533,8.481024878,1
7.541279165,5.015946172,8.787940918,0
7.343292725,0.591123919,4.032855582,0
6.242067608,5.45924346,1.122280785,0
7.59574429,9.917944079,9.267794421,0
9.995568586,8.592351336,1.148269476,0
5.282610281,2.628844547,3.678753182,1
7.583956868,4.153667584,2.920432286,0
5.090202612,2.993123988,4.541371262,0
0.126028319,9.837386919,2.76574973,0
8.914167131,8.148662332,0.111053098,0
7.32798057,0.210447093,6.841258302,1
1.441113732,5.29123457,9.280595458,1
3.128637733,8.464446374,3.673471879,0
0.58791474,6.023929882,4.486463721,1
1.427401148,0.61994447,0.096973139,1
1.33701209,2.909002559,0.442723114,1
0.798433128,3.525020236,7.088721052,1
8.623507037,3.575876709,0.149167646,1
4.179913747,3.046177603,3.430204246,1
4.856107064,3.940746018,6.284626508,0
3.727365482,8.569671402,1.649951263,0
2.578887648,9.368864077,9.716885926,0
1.163745473,1.257556829,3.010651015,1
9.72746004,5.498325066,7.780358149,1
5.221272645,0.231912656,3.289447825,1
1.880978119,5.199379697,0.067322694,1
9.358642762,3.343831352,3.634859388,0
2.614961075,3.645987717,1.027545218,1
3.905944158,2.390846318,8.658885478,1
2.666434683,9.168291689,7.991706101,0
0.059300208,4.500616349,8.728833972,1
1.242589294,5.582725387,8.854150857,1
7.403487446,1.76347921,5.629441083,0
7.251325567,7.381660749,1.693668279,0
5.700014588,1.956535796,4.051479523,0
6.913145976,6.119904973,1.19864965,0
8.241593046,2.798574471,0.726920413,0
2.556880592,3.23756525,6.82808407,1
3.603206551,9.204810468,7.896824643,0
1.443486479,8.593981258,9.84480028,0
0.16250641,8.08872113,1.458887235,0
2.931291559,0.327670221,9.595697548,1
5.675087336,7.145995115,2.386465984,0
8.473079477,6.226816192,3.438577863,0
4.636155827,3.799649711,7.50649886,0
1.954001555,2.362541787,3.909519726,1
2.733209092,4.959763846,0.527624096,1
6.477112871,3.838776086,9.918380445,0
0.19084946,6.4458165,3.64095358,1
2.820787832,5.070570978,0.867684318,1
4.033448253,4.608564048,1.356150536,0
9.307052274,6.673650359,6.947280611,1
4.039395628,3.017736868,8.624868548,1
0.808178206,9.231435305,9.808218267,1
8.400557892,3.992332238,7.457254348,0
3.002046912,5.21599504,9.162543935,0
0.974296816,0.682302085,2.506572577,1
9.61909779,1.272666839,1.594582354,0
6.49195379,9.591437311,5.515678781,0
4.10442004,1.622480265,0.573607821,1
1.044468075,9.834231865,6.66209758,1
6.524318179,7.442106832,8.492470098,0
4.265231152,0.948417783,8.690192363,0
6.919298864,6.547413905,7.757517251,0
7.953658652,4.994889118,8.52414665,0
8.714310581,5.357482984,0.303065969,1
8.542234396,5.39727126,5.869890011,0
1.861117299,0.146260968,6.268583303,0
8.239407866,1.337923617,0.774275055,0
7.310592232,9.439581116,1.819433969,0
7.996947113,0.130862165,2.954862658,0
2.070241224,3.952335167,5.907834395,1
7.949393477,3.106603907,6.620893449,0
3.505620907,0.816193476,9.383413871,1
8.628474819,2.364463125,6.081587429,0
3.301313988,4.317942695,7.181953805,1
0.056341335,5.441522049,5.12321237,1
0.372881519,4.182663993,4.726912732,1
8.451688584,6.14685466,8.689808944,0
3.627152399,4.376981816,4.418753339,0
3.764944042,7.628705212,9.969687963,0
4.538238203,2.150662018,4.666312638,1
1.361652554,4.90300631,6.544400065,1
8.526100809,6.949317624,8.895675708,0
7.722379789,3.605173896,3.316035272,0
8.049025227,1.59002231,1.090642782,0
3.527719455,7.846037649,6.277260704,0
4.370763362,7.380247882,1.376047652,0
4.953869435,4.064989053,9.565142325,0
7.535992509,3.095697037,9.568012613,0
4.908415064,7.657613555,1.124880841,0
0.709180207,6.972079742,3.897669444,1
8.549893249,0.614865687,2.670989146,0
6.34222942,9.148400023,8.364785431,0
7.759806553,1.173427244,5.549969608,0
2.732121876,4.282216326,7.921131932,1
3.628453712,7.157175323,3.3841572,0
1.117366164,5.766369533,6.154288859,1
0.668874644,1.131147958,3.557075758,1
2.379864456,4.762097099,9.314880746,1
5.039179273,1.892909744,5.730292395,1
1.985818926,4.840945516,8.827371655,1
3.581539715,6.414812397,6.904257622,0
4.337029914,6.084051346,9.421117095,0
4.558324876,9.421873919,3.856766912,0
4.559347977,9.469753086,2.343116128,0
3.206541664,3.558949809,0.912354123,1
7.034867273,1.544760541,5.080826706,0
1.932661752,2.784331697,7.349859236,1
6.44411128,9.730151654,9.022017777,0
3.873710873,5.827749806,7.74635055,0
6.638349595,7.344645193,9.783691384,0
4.986868138,8.145252528,0.527203994,0
0.931177894,7.211370899,7.964404229,1
1.641851357,6.735446279,9.423261494,0
2.046180807,7.654976945,5.077620404,0
3.385549566,1.595553702,0.740552322,1
5.904776311,2.921420658,4.878182189,0
4.434657421,4.883799156,9.916786978,0
7.815596851,9.089942102,0.462051066,0
1.958630106,7.819539999,5.275262069,0
8.955354044,2.645336051,4.404150493,0
2.149477194,2.128789541,6.276579868,1
9.39671298,7.231446513,9.789651085,0
3.350444423,6.827948625,7.425687443,1
3.965694897,9.202854819,9.057663417,0
2.879213281,8.866902803,8.809382384,0
8.486607622,9.086729044,0.502667357,0
1.997775578,2.267220582,8.680214784,1
9.106957057,1.538528104,1.502552382,0
7.279965828,8.657671692,6.290539587,0
3.293159144,4.229219702,7.246123335,1
4.023250858,4.459951114,9.216488428,0
3.047384114,0.472651459,4.710019674,1
4.055628294,2.438746982,2.832969835,1
8.266305609,5.500655978,5.61559105,0
7.905792079,4.897276554,2.290347451,0
9.632478709,2.686670657,5.64506436,1
0.34390276,9.582274637,0.659152,0
0.694697625,4.738644805,7.058196302,1
8.30291102,5.002401123,5.808466035,0
8.291174696,9.739964326,1.895295306,1
6.674929271,6.593644018,1.302289179,0
6.131830846,2.824005871,2.3224915,0
5.746619292,9.661339839,2.774687834,1
9.579343989,0.850588876,7.565488384,0
9.308595896,1.833567465,8.728790573,0
0.202966496,5.447224858,1.30400321,1
3.846875088,2.273504704,8.499052106,1
7.703162728,4.874425578,0.063780245,0
7.325120379,2.12051623,3.535072855,1
4.370457135,4.372794201,8.682560004,0
1.733810566,9.866842194,2.584927125,0
5.227238428,8.821873591,4.076007704,0
9.127057858,8.948489356,8.622539735,0
2.693838719,8.303331004,3.234549361,0
0.337709144,8.754768411,6.597202045,0
2.094027785,7.560149113,2.444199565,0
3.576648581,8.378981851,2.983436608,0
0.119154524,2.329850665,9.319913468,1
3.381380842,0.654516433,3.66329362,0
4.505441796,0.057149792,9.535846658,1
0.430172628,6.838651071,5.107160429,1
9.755485256,0.733969749,0.392321952,0
3.761213339,0.989475839,8.821736997,1
2.827673053,2.69032155,1.944476985,0
1.053775485,1.242308767,9.959253763,1
4.786194048,7.325011761,7.710808063,0
5.510307016,8.838476013,4.852418037,0
1.938741234,2.490927302,9.788487847,1
2.665024428,5.318177932,5.074602914,1
0.582395826,1.822681168,8.705117741,1
1.136133802,0.083338675,7.58951144,1
3.776284989,9.008148138,3.26295451,0
5.142904723,0.580558295,0.425735636,1
5.763655625,6.975158297,6.588770234,0
6.602078635,1.12754815,7.646316617,1
4.681407209,8.213469994,9.114706552,0
3.975731194,7.769327781,5.890133534,0
0.58409202,8.480996076,2.634535879,0
3.529234224,2.722581287,0.34115887,1
1.310870415,6.171613478,5.85360227,0
8.291907009,6.932002607,0.398507314,0
8.004455621,3.871925327,5.342458531,0
9.200660372,1.798787413,0.574608409,0
1.075615524,5.733335443,4.808925908,1
6.72857845,3.482228118,2.168078165,0
9.077656223,3.775034651,6.489161471,0
3.016301983,5.215045758,4.067241207,0
1.951998885,2.694318606,7.61042195,1
8.0810417,6.023810073,2.178545683,0
5.042253399,2.083898561,1.385812573,1
9.009274967,2.202721615,8.21293886,0
1.26326474,8.636278994,5.26383257,0
5.114030244,7.004291823,9.022823599,0
4.541059101,9.854699192,9.922300128,0
5.54415596,1.268957111,0.981347015,1
4.965825233,1.482886762,4.462770398,0
9.179257787,1.603996798,7.53816816,0
5.409096554,4.850531106,0.101356776,0
1.308821022,6.044526609,9.483554433,1
9.507898177,9.181264184,8.842008989,0
8.388012784,0.786823605,0.71955287,0
5.976568312,7.990660294,4.198004916,1
1.675596574,8.147221596,3.752376004,1
3.191407066,4.922061127,3.172959893,0
2.094756467,4.716533768,6.70410953,1
1.319382299,9.766824304,1.368963531,0
2.568375352,6.127604736,6.644868719,0
5.428878753,9.131499349,5.987631769,0
2.988142562,8.661370085,2.408499579,0
8.578743362,3.951825158,9.814712884,0
5.516239434,7.100749972,2.189970618,0
1.56558573,7.730720188,6.221370197,0
9.363125608,7.36986583,2.920691182,0
8.489509961,7.590596666,6.854781328,1
8.492977064,1.641011734,6.625062775,0
2.418834475,7.486648988,3.879901415,0
7.735736415,4.780603357,1.069317445,0
4.517837224,1.792650694,5.944298549,1
1.60741542,8.540108397,5.047737606,1
8.083031183,5.562518496,8.803882952,0
2.418465997,3.867831154,2.712217759,1
2.837898846,3.117839853,5.07388239,0
1.183199185,2.312465597,3.399140679,1
8.857090485,7.598927801,7.253974735,0
4.205067909,0.085199452,2.99003571,1
4.845595001,0.701770879,9.339260438,1
1.773441148,9.078783456,4.394382038,0
3.24397682,1.209618183,0.479816833,1
9.844615177,6.078925843,6.044024697,0
0.167622511,8.333950855,2.438033882,0
7.134003765,5.164245428,6.450496361,1
2.594884338,6.472357268,7.511896673,0
3.512922926,2.529323044,8.663618636,1
1.221919161,2.58134606,0.733789874,1
0.642180757,8.970482502,4.07480099,0
0.232869765,9.127230314,7.413905054,0
6.098742417,7.862551634,4.211923494,0
7.859275363,8.0566119,0.56227458,0
9.420685471,2.665283169,3.243910906,0
6.767630898,7.016322922,3.319532699,0
2.033366098,1.801716155,8.406598744,1
0.891615404,8.668151929,3.782333095,0
8.778555701,6.308805452,7.539117102,0
9.779973368,1.231714213,2.007476412,0
1.591252623,9.805281204,9.051002363,0
3.929284867,1.61994481,6.644632699,1
7.74642931,9.795521435,4.039764928,0
6.544356912,4.24250414,6.782601211,0
6.103890534,8.422200498,3.478736313,0
0.489458171,9.081966258,6.921022856,0
4.468427205,6.536847183,3.891132039,0
2.257113439,9.224351406,6.667526511,0
2.849265115,4.745967197,0.637873359,1
5.876370167,3.944683433,9.715764648,0
7.027512454,9.31308045,2.653253487,0
3.152362328,1.463691502,9.686441298,1
4.280479836,0.705736594,8.666894733,1
6.390809477,6.253148071,5.899251973,0
3.940728427,4.007155844,6.138253333,1
9.303709368,3.842971944,9.164446083,0
6.032743079,9.683045559,5.771006127,0
0.867690394,3.700633283,8.535144867,1
8.129277475,9.747353062,2.608331318,1
3.004522855,9.532228491,7.725332966,0
8.137278883,8.329181474,3.135690058,1
3.193592882,6.388964872,5.175748134,0
8.151598748,8.964573905,6.430410598,0
8.398900357,7.713678681,0.583883224,0
3.011017899,3.320057594,9.610881846,1
5.826376929,2.961093346,4.242693983,0
7.029256325,6.439640882,7.841577174,0
0.437968446,3.401376233,0.287723074,1
2.679801705,0.445812514,3.502512418,1
6.769002909,0.490842738,1.207757789,1
4.719550105,2.814851414,6.030861876,1
4.118222321,7.174687535,2.835140779,0
8.981366165,8.11037623,7.602150684,0
1.466070505,0.391698208,8.901892769,1
7.909007492,6.47585305,3.414803851,0
9.947585364,7.349128983,5.390622292,0
6.587609208,9.023300511,1.796484813,0
1.331183029,5.661793538,6.653058061,1
1.982653377,3.752084097,6.939674146,1
3.366928912,8.722112757,3.131537155,0
6.376787266,8.541009435,1.794218335,0
8.331224736,3.071404492,5.786547291,0
8.809045335,5.747502083,3.57434816,0
0.5992763,7.605813642,6.273440696,0
3.27740399,9.4978603,6.62805826,0
2.861914936,8.979855833,8.337696242,0
4.530365265,4.830541558,4.202853521,0
0.525813425,6.12691346,9.998176314,1
8.569711801,5.252867584,8.740238765,0
4.183485159,8.121011755,9.425376944,0
8.334793637,8.121583364,3.480023634,0
0.118944832,0.270463448,4.51189968,1
9.368627913,1.408003836,8.231585239,0
2.017445881,5.449267423,7.694340527,1
5.278609869,3.340790569,6.783991556,0
7.897146715,9.991158267,0.85171273,0
6.011116668,7.290070652,1.801113781,0
9.145543115,0.492200168,1.259514087,0
0.193459697,2.080952273,5.270252138,1
4.164781061,4.428070481,9.499354137,0
8.647765345,1.81672452,4.533895335,0
4.241916064,1.970933153,5.501722902,1
3.517436689,6.858988763,6.159595607,0
0.909840435,7.656186149,9.063643858,0
0.615927188,1.134181506,5.273083227,1
0.078208237,0.196365203,8.002561838,1
4.458864002,2.616634247,3.032877435,1
9.598314337,7.158369371,7.605225497,0
0.91427773,1.234852362,6.697433251,1
8.854602614,3.165543326,8.628916013,0
5.026397962,6.367655161,2.20817795,0
6.483725093,8.777406896,0.37573515,0
0.967425354,3.197675436,8.095739992,1
1.787691817,9.034604842,2.716218559,0
3.518357535,5.902624419,7.277324402,0
5.267393118,3.181081874,9.881393346,0
5.140551341,7.467992478,7.593704116,1
0.495724073,0.619389806,5.978564345,1
7.961017165,7.262843138,6.454929772,0
7.020045241,5.97758352,2.817874113,0
5.270561154,4.294359716,9.802535852,1
3.940369688,0.483978952,5.502259369,1
5.667886358,6.425193677,8.234740759,0
4.626025271,4.307458977,6.653713621,0
9.587722131,3.1323198,6.713627985,1
0.530315922,0.345939767,4.303492552,0
5.156918701,8.211833525,6.301007048,0
2.088909126,7.289791635,5.117013312,0
4.155906722,7.273187622,0.24162547,0
7.32722626,2.802366626,9.754416898,0
6.895826712,6.027412072,7.397173521,1
1.5883187,0.991221114,8.937509816,1
2.508354645,6.664237353,9.516019167,0
4.108378753,0.501007543,1.6156606,1
7.062479969,2.729049497,5.148101251,0
4.664171394,8.940530415,4.920378254,0
2.247275702,2.607937165,5.389757368,1
8.175446652,3.174843092,4.26059225,0
4.518069987,4.078613397,6.132995349,0
0.428657575,1.959312168,1.241627098,0
4.234102769,5.236566071,7.671227814,0
9.811124554,7.167510522,7.217753585,0
2.63079807,9.181111685,7.508920118,0
8.180054957,8.433002498,8.415171128,0
3.80805567,1.028008022,2.916841656,1
9.144403873,9.303705813,6.672518437,0
1.282031477,2.944408017,3.866669305,1
1.586938059,7.431948759,2.495851074,0
4.119600383,0.708631877,5.951571386,1
7.102392863,4.7135736,3.185402536,0
8.094055372,3.831075158,8.349564416,0
5.522504097,8.626003542,8.50893354,0
3.07180186,0.27934113,3.796598683,1
3.449290892,7.599120103,7.485152564,0
8.053968261,0.135560128,2.821033691,0
7.208011612,1.995310121,0.865564379,0
8.083631954,1.462691655,2.719555269,0
4.76467441,5.980650683,3.569962966,0
5.026006119,2.519361715,5.733780337,1
9.757600241,1.50523498,2.866675543,0
5.450894121,5.344429725,4.425287996,0
2.590157516,0.050232932,3.241249569,1
0.679816055,8.586750523,5.724582831,0
7.190464369,9.663839379,1.335262327,0
6.554128602,0.210271581,9.007150188,1
9.279950437,0.506510626,6.151806728,0
4.781409683,0.337762619,7.3815333,1
0.8837283,1.208906236,4.681322499,1
2.740256314,4.170529524,3.125197847,1
3.809270103,2.954956419,5.718461656,1
7.933283623,4.891731596,6.838774584,0
9.458665487,5.66702169,9.238847928,0
9.495641496,8.808404989,1.19408671,0
5.270060827,9.380651906,4.712257491,1
0.765098675,6.147353303,6.157478769,1
2.493710467,2.843768642,8.97200328,1
8.346867185,6.695894557,8.322661514,0
2.650765698,5.283192506,7.694349801,1
7.457676568,3.954845484,3.135686904,0
6.67912316,7.781829183,0.762755566,0
2.599452511,1.336377747,5.422935494,1
3.936684513,4.291873148,3.624204222,0
4.232436796,8.875045659,0.077539042,0
9.04193461,2.953071904,4.531917755,0
7.935668593,8.314522825,2.61301483,1
6.923927938,2.009553243,4.309184375,0
8.777222873,3.21910301,1.553018625,0
9.126041431,8.966160671,3.232811297,0
2.750357378,3.373079398,9.394269376,1
7.82851911,5.999453934,1.289815803,0
3.031421505,3.703870812,6.157130287,1
8.076165091,8.130630094,1.272176343,0
5.002358131,0.272473566,0.66176142,1
9.990424344,8.070755431,7.079579319,0
1.881916563,4.415831092,6.841967856,1
5.427230258,2.941632079,0.51061284,0
9.024653184,3.232187553,9.436757697,0
2.410897168,9.534356113,5.868783575,0
5.650093665,1.683158296,9.73055244,1
7.48128004,5.764538929,4.726363637,0
8.518257493,9.920106711,3.629224427,0
4.168038829,6.422605131,1.168059867,0
1.025976087,8.224422642,5.797684023,0
2.036402366,1.620905479,0.119507628,1
5.405756893,2.051718067,9.032482053,1
4.249367506,5.151541848,8.780869485,0
6.649402968,5.899820395,7.97848158,1
2.663609888,1.425978631,6.111991163,1
7.32375146,8.676361912,9.95967811,0
7.022874205,3.760840086,0.551659343,0
9.080857299,5.212800082,7.497040871,1
0.250847906,5.690557742,4.293390059,1
7.579097613,6.430927357,5.940553927,0
4.967188419,4.870732698,6.106692525,0
7.076311412,8.56764626,9.606353062,0
2.36350406,4.086647291,4.651002249,1
2.011430487,6.372085351,5.274670373,1
8.435179256,4.008746376,9.089009408,0
8.368354298,7.72083514,6.881883285,0
2.532648136,5.250611453,9.215433114,1
4.808774197,9.084657304,9.656562688,0
7.992586266,7.302993127,9.727883443,0
7.646244536,5.88085524,2.666491662,0
6.498781929,6.65059902,9.120308851,0
8.222755078,7.790895582,4.238571127,0
0.044837119,2.458620251,1.291327289,1
0.508131741,2.4750974,2.979246315,1
1.619874109,0.896893887,5.140094285,1
5.796092434,5.537064108,0.971696042,0
6.897795654,5.364390879,1.810290034,0
4.588343344,4.233253694,9.481691989,0
4.709543555,4.540522867,3.929067144,0
6.087773696,0.138743129,8.365931758,1
0.330870754,1.594947002,0.090240572,1
6.57243058,9.95399833,3.931165561,1
2.786926096,2.514454654,7.982060676,1
7.016108516,7.315005973,3.194773322,0
0.085085607,7.739018719,1.49384803,1
8.56174141,6.975661523,7.807695813,0
0.788837138,9.282807094,0.969931211,0
9.295138858,9.67199629,3.696044869,0
6.749013769,4.177495354,6.049443313,0
2.532181047,0.663337312,8.832495283,0
4.310325128,3.816354639,7.791133207,0
8.869171133,6.242968848,8.453892461,0
4.378798084,6.289253223,5.452228961,1
6.142485651,7.46484732,7.036283368,0
6.209964179,0.171472275,2.082773955,1
6.823994525,0.563496252,9.822825527,0
6.683329908,9.096294748,2.985206146,1
3.19134885,4.350327875,4.148342525,1
1.949341608,6.597197646,1.17218563,0
3.33955821,9.914452303,9.277981765,0
8.843495772,4.085248578,1.260275401,0
4.84601308,4.807731415,9.537638428,0
9.283144442,1.874832781,2.283619221,0
0.101469836,8.648525596,5.433272615,0
2.157484916,0.772628877,3.169058141,1
9.71690776,1.864376766,5.054582607,0
1.530196061,0.168781554,4.294159588,0
2.637818053,8.124367878,7.651174105,0
0.642006695,7.261024799,7.225897353,1
9.795018688,8.991806205,6.233083457,0
2.821023075,7.380886035,5.620010163,0
7.555298973,2.704480985,2.091793783,0
0.095094318,6.034562878,6.360857196,1
3.405836,0.828630671,8.101440544,1
0.877032108,5.445605597,0.403827326,1
7.026630928,0.655611828,7.828967575,1
3.305965298,9.998463839,0.030110549,0
4.496838867,5.567782578,5.04102605,1
4.790043769,5.133121227,0.124521714,0
2.854989956,0.969623946,2.953671851,1
3.024259552,3.366331506,9.858552123,1
0.208050097,5.37327268,7.280088105,1
9.107365428,5.549139067,2.289498709,0
4.865064728,1.913959281,9.923650975,1
8.280502103,4.924422339,0.729845268,1
3.157285824,9.817347239,5.816985702,1
8.474732604,2.462177377,8.67871945,0
8.206480793,7.961140562,1.927152576,1
8.13684836,4.101017535,2.327646256,0
6.487726492,8.075147498,9.790267221,0
4.775902979,6.256427498,0.196281132,0
0.734399578,4.651528626,6.815811324,1
2.503844104,2.366217404,8.390663124,1
6.279419074,2.287994153,0.111625842,0
0.040055448,5.497827731,5.079726948,1
6.091034958,2.167592586,7.535176301,0
9.445153468,2.965479866,9.489402495,0
4.04107377,9.49876101,8.098704422,0
3.553288079,8.955496162,3.437123046,0
1.422322489,0.742433563,0.057155468,1
3.165761986,3.061735979,0.461047132,1
2.534665872,5.066800987,4.972848771,0
7.354916689,4.750068363,9.231530351,0
6.090294459,4.895147301,4.956431958,1
5.351155602,5.812440385,6.165649441,0
4.15326845,1.362716412,0.254969186,1
7.265267384,4.304250076,9.090534742,0
5.443802073,5.693427553,2.026980681,0
0.71109702,5.797101164,1.976368365,1
6.500971754,8.156867715,9.383959179,0
2.810643271,5.44082962,8.516166448,0
1.438373256,8.377018366,1.675634141,0
2.499639846,1.076196426,1.183134341,1
7.814613855,9.435941999,5.052343943,0
7.473343683,7.821576351,5.942667658,0
6.824163015,2.218242549,6.361249302,0
8.352801267,4.974514906,4.615033905,0
6.14789522,0.592224777,3.658741652,1
0.810691083,3.910399616,0.883977749,0
1.384608691,0.355228329,8.910372743,1
9.341295586,2.97721936,6.186416567,0
8.265154314,4.193791674,3.132478683,0
0.078288045,0.980160053,8.846453437,1
8.120182999,0.430502496,1.389546195,0
1.624002457,1.441401783,4.716350298,1
7.872485716,7.795490351,2.025517063,0
3.375818469,6.026449365,3.054669814,0
7.816551926,8.469734502,3.318495204,0
6.662911169,8.563863485,1.65066747,0
4.697836204,9.562625969,4.421091274,0
0.813787322,4.318560693,4.287985727,1
5.998967967,7.977670351,9.625514175,0
7.061702608,5.09458158,1.139141864,0
8.249762393,3.029726956,9.770799905,0
9.228045176,0.744948222,7.751517924,0
7.926748929,0.714501046,5.828901155,0
5.955299809,9.112698654,1.963518545,0
0.939301009,6.988477958,4.921072218,1
8.074038935,7.249651362,7.829427533,0
1.673600992,8.548616309,4.086723975,0
5.171301716,9.467422903,1.185416297,0
5.595412632,4.660732922,8.744432557,0
0.67421268,3.556000625,6.809554135,1
6.745970924,4.293713567,3.108104703,0
8.668590333,6.338930119,7.895427638,0
1.221966595,3.04720042,1.392504038,1
6.738096861,6.962540342,2.759319747,1
4.67590178,4.144651749,7.821061608,0
8.500021561,0.825024196,5.326922695,0
8.289610813,4.381059643,6.008880323,0
3.129719378,9.087279945,5.124111151,0
7.390846054,7.612362942,1.892170944,0
7.938956324,0.603327317,0.541673852,1
4.457769343,1.865983676,6.763916954,1
1.026249698,0.911551217,0.354816276,0
1.600408482,9.724968229,1.886594191,0
8.363552981,0.5670998,8.400343481,0
2.277431867,8.771637337,2.039129119,0
8.992110449,3.629993296,9.217994691,0
3.71779621,4.58984613,8.965187326,0
2.289503725,7.329355924,5.476718452,0
1.016572638,5.873146954,7.836611694,1
3.447807024,3.026056746,7.180096054,1
0.626970734,9.592845386,3.246621202,0
7.649468652,7.544905173,5.491409566,0
4.941700623,4.555089726,8.625738534,0
6.552320115,2.449122129,2.244833771,0
3.43003794,8.515878123,8.506275488,0
2.946249597,7.230558677,4.687546381,0
3.099847067,5.711315852,0.27721966,0
0.999536304,8.559310312,7.638546375,0
0.82426306,7.200782636,2.60111244,0
3.841729013,1.733908053,1.954025847,1
2.047797592,3.533421083,8.859570385,1
9.435252443,5.727515989,0.890616668,0
6.848818605,4.360790345,1.895812783,0
